ref_gene_name,Rank,Rank_Pct,class_prob,conservation_upstream,conservation_intron,species1_upstream,species1_max_PSSM_score_upstream,species1_avg_PSSM_score_upstream,species1_min_dist_upstream,species1_avg_dist_upstream,species1_site_count_upstream,species2_upstream,species2_max_PSSM_score_upstream,species2_avg_PSSM_score_upstream,species2_min_dist_upstream,species2_avg_dist_upstream,species2_site_count_upstream,species3_upstream,species3_max_PSSM_score_upstream,species3_avg_PSSM_score_upstream,species3_min_dist_upstream,species3_avg_dist_upstream,species3_site_count_upstream,species4_upstream,species4_max_PSSM_score_upstream,species4_avg_PSSM_score_upstream,species4_min_dist_upstream,species4_avg_dist_upstream,species4_site_count_upstream,species5_upstream,species5_max_PSSM_score_upstream,species5_avg_PSSM_score_upstream,species5_min_dist_upstream,species5_avg_dist_upstream,species5_site_count_upstream,species6_upstream,species6_max_PSSM_score_upstream,species6_avg_PSSM_score_upstream,species6_min_dist_upstream,species6_avg_dist_upstream,species6_site_count_upstream,species7_upstream,species7_max_PSSM_score_upstream,species7_avg_PSSM_score_upstream,species7_min_dist_upstream,species7_avg_dist_upstream,species7_site_count_upstream,species8_upstream,species8_max_PSSM_score_upstream,species8_avg_PSSM_score_upstream,species8_min_dist_upstream,species8_avg_dist_upstream,species8_site_count_upstream,species1_intron,species1_max_PSSM_score_intron,species1_avg_PSSM_score_intron,species1_min_dist_intron,species1_avg_dist_intron,species1_site_count_intron,species2_intron,species2_max_PSSM_score_intron,species2_avg_PSSM_score_intron,species2_min_dist_intron,species2_avg_dist_intron,species2_site_count_intron,species3_intron,species3_max_PSSM_score_intron,species3_avg_PSSM_score_intron,species3_min_dist_intron,species3_avg_dist_intron,species3_site_count_intron,species4_intron,species4_max_PSSM_score_intron,species4_avg_PSSM_score_intron,species4_min_dist_intron,species4_avg_dist_intron,species4_site_count_intron,species5_intron,species5_max_PSSM_score_intron,species5_avg_PSSM_score_intron,species5_min_dist_intron,species5_avg_dist_intron,species5_site_count_intron,species6_intron,species6_max_PSSM_score_intron,species6_avg_PSSM_score_intron,species6_min_dist_intron,species6_avg_dist_intron,species6_site_count_intron,species7_intron,species7_max_PSSM_score_intron,species7_avg_PSSM_score_intron,species7_min_dist_intron,species7_avg_dist_intron,species7_site_count_intron,species8_intron,species8_max_PSSM_score_intron,species8_avg_PSSM_score_intron,species8_min_dist_intron,species8_avg_dist_intron,species8_site_count_intron,avg_species_max_PSSM_score_upstream,avg_species_avg_PSSM_score_upstream,avg_species_min_dist_upstream,avg_species_avg_dist_upstream,avg_species_site_count_upstream,avg_species_max_PSSM_score_intron,avg_species_avg_PSSM_score_intron,avg_species_min_dist_intron,avg_species_avg_dist_intron,avg_species_site_count_intron
F38B6.6,11,0.248138958,0.68219333,6,,c_eleg,11.8571,11.8571,998,998,1,c_brig,11.8571,11.8571,1206,1206,1,c_bren,11.8571,11.8571,1064,1064,1,c_rema,11.8571,11.8571,694,694,1,p_exsp,11.9796,11.66325,3240,3607,2,a_lumb,11.5714,11.5714,3361,3361,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.8299,11.777175,1760.5,1821.666667,1.166666667,,,,,
F13B6.1,12,0.270697045,0.681950313,5,,c_eleg,11.8571,11.71425,1518,2355,2,c_brig,11.8571,11.5918,3600,4837.333333,3,c_bren,11.8571,11.62854,1791,3409.8,5,c_rema,11.8571,11.5918,1488,2509,3,c_japo,11.6939,11.63265,1407,1595.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.82446,11.631808,1960.8,2941.326667,3,,,,,
cky-1,13,0.293255132,0.680711982,7,,c_eleg,11.8571,11.8571,27,27,1,c_brig,11.8571,11.8571,84,84,1,c_bren,11.8571,11.8571,81,81,2,c_rema,11.8571,11.8571,81,81,1,c_japo,11.8571,11.8571,75,75,1,p_exsp,11.6939,11.6939,801,801,1,a_lumb,11.3469,11.34435,3065,3931.25,4,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.7609,11.76053571,602,725.75,1.571428571,,,,,
inx-5,14,0.315813219,0.677672501,6,,c_eleg,11.9796,11.9796,1812,1812,1,c_brig,11.9796,11.9796,3352,3352,1,c_rema,11.9796,11.9796,1832,1832,1,p_paci,11.8571,11.602,533,5807,2,p_exsp,11.8571,11.586725,903,8807.75,4,a_lumb,11.3469,11.3469,4948,4948,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.83331667,11.7457375,2230,4426.458333,1.666666667,,,,,
lgc-50,15,0.338371306,0.675395608,5,,c_eleg,11.6939,11.6939,6223,6223,1,c_bren,11.6939,11.65306667,1461,3596.333333,3,c_rema,11.9796,11.63266667,2041,6927,3,p_paci,11.8571,11.8571,797,797,1,p_exsp,11.8571,11.70746667,921,2123,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.81632,11.70884,2288.6,3933.266667,2.2,,,,,
gst-20,16,0.360929393,0.67484675,6,,c_eleg,11.8571,11.8571,66,66,1,c_brig,11.8571,11.8571,78,78,1,c_bren,11.9796,11.9796,4227,4227,1,c_japo,11.9796,11.9796,1247,1247,1,p_exsp,11.9796,11.66325,1357,4545.5,12,a_lumb,11.6939,11.45918,820,5308.4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.89115,11.799305,1299.166667,2578.65,3.5,,,,,
Y55D5A.4,17,0.38348748,0.672712174,7,,c_eleg,11.9796,11.83675,1186,1646,2,c_brig,11.6939,11.5204,1484,3137,2,c_bren,11.8571,11.63263333,1240,3631,3,c_rema,11.9796,11.9796,1091,2709.5,2,c_japo,11.5714,11.5714,2464,2464,1,p_paci,11.6939,11.6939,291,291,1,a_lumb,11.6939,11.6939,956,956,1,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.78134286,11.70408333,1244.571429,2119.214286,1.714285714,,,,,
npr-6,18,0.406045567,0.668712344,5,,c_eleg,11.9796,11.83675,4575,10445,2,c_brig,11.6939,11.63265,5602,6609,2,c_rema,11.8571,11.8571,3806,3806,1,c_japo,11.6939,11.6939,8711,8711,1,a_lumb,11.6939,11.37245,389,11935,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.78368,11.67857,4616.6,8301.2,2,,,,,
acs-22,19,0.428603654,0.668591026,6,,c_eleg,11.6939,11.6939,3327,3327,1,c_brig,11.9796,11.7755,7153,8526.5,2,c_bren,11.9796,11.614775,548,5148.75,4,c_rema,11.9796,11.87755,4658,8687.75,4,c_japo,11.8571,11.51356667,2558,7251.666667,3,p_exsp,11.6939,11.47958,2712,5998,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.86395,11.65914528,3492.666667,6489.944444,4,,,,,
srt-49,20,0.462440785,0.668518774,5,,c_eleg,11.8571,11.8571,960,960,1,c_brig,11.5714,11.5714,655,655,1,c_bren,11.8571,11.71425,1794,2964,2,c_rema,11.8571,11.8571,5439,5439,1,p_paci,11.9796,11.9796,964,964,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.82446,11.79589,1962.4,2196.4,1.2,,,,,
srt-44,20,0.462440785,0.668518774,5,,c_eleg,11.8571,11.8571,4288,4288,1,c_brig,11.5714,11.5714,4121,4121,1,c_bren,11.8571,11.71425,1664,2834,2,c_rema,11.8571,11.8571,5747,5747,1,p_paci,11.9796,11.9796,964,964,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.82446,11.79589,3356.8,3590.8,1.2,,,,,
T10H9.1,21,0.496277916,0.667455088,5,,c_eleg,11.9796,11.7755,2587,3863,2,c_japo,11.5714,11.5714,271,3939.5,2,p_paci,11.9796,11.65714,695,6065.2,5,p_exsp,11.8571,11.602,802,2710.5,6,a_lumb,11.5714,11.40814,2670,18148.4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.79182,11.602836,1405,6945.32,4,,,,,
nhr-6,22,0.518836003,0.665842078,5,,c_eleg,11.9796,11.704075,2165,6844.25,4,c_brig,11.9796,11.7755,1395,3212.5,2,c_bren,11.9796,11.7755,6594,6762.5,2,c_rema,11.5714,11.5714,1848,5836.5,2,c_japo,11.5714,11.45405,5317,11404.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.81632,11.656105,3463.8,6812.05,2.4,,,,,
npr-16,23,0.54139409,0.664585311,6,,c_eleg,11.8571,11.8571,15003,15003,1,c_brig,11.8571,11.8571,3147,3147,1,c_bren,11.8571,11.8571,11932,11932,1,c_rema,11.8571,11.602,11601,12228,2,c_japo,11.8571,11.8571,6876,6876,1,p_paci,11.6939,11.65306667,3885,6375.666667,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.8299,11.78057778,8740.666667,9260.277778,1.5,,,,,
dpy-2,24,0.563952177,0.662434749,5,,c_eleg,11.9796,11.83675,172,245,2,c_brig,11.9796,11.9796,163,163,1,c_bren,11.9796,11.83675,179,256.5,2,c_rema,11.9796,11.83675,80,161,2,c_japo,11.9796,11.9796,345,345,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.9796,11.89389,187.8,234.1,1.6,,,,,
lam-1,25,0.586510264,0.660038261,5,,c_eleg,11.8571,11.8571,871,2320,2,c_brig,11.8571,11.71425,1746,3059,2,c_bren,11.6939,11.61223333,1016,2370.333333,3,c_rema,11.9796,11.69725,279,1823.5,6,c_japo,11.8571,11.8571,879,879,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.84896,11.74758667,958.2,2090.366667,2.8,,,,,
nhr-88,26,0.609068351,0.655397143,6,,c_eleg,11.9796,11.9796,2651,2651,1,c_bren,11.9796,11.91835,5716,5885,4,c_rema,11.9796,11.7755,4136,4818.5,2,p_paci,11.8571,11.8571,499,2661.333333,3,p_exsp,11.9796,11.91835,3483,3592,2,a_lumb,11.5714,11.5714,3374,5879,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.89115,11.83671667,3309.833333,4247.805556,2.333333333,,,,,
C05C8.7,27,0.631626438,0.654608418,4,,c_eleg,11.8571,11.8571,2981,2981,1,c_rema,11.9796,11.7755,2628,3025,2,p_paci,11.9796,11.66325,553,1717,2,p_exsp,11.9796,11.87755,639,2826,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.948975,11.79335,1700.25,2637.25,2.25,,,,,
apl-1,28,0.654184525,0.653964641,6,,c_eleg,11.9796,11.63266667,5512,9139.333333,3,c_bren,11.9796,11.42244,166,7874.4,5,c_rema,11.8571,11.53466,2429,7791.2,5,c_japo,11.5714,11.3857,3693,5109.6,5,p_exsp,11.8571,11.8571,7957,7957,1,a_lumb,11.3469,11.2857,3078,3666,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.76528333,11.51971111,3805.833333,6922.922222,3.5,,,,,
E01G6.2,29,0.676742612,0.65158489,7,,c_eleg,11.9796,11.46938,1732,6267.4,5,c_brig,11.9796,11.4762,1459,3893.333333,3,c_bren,11.8571,11.47616667,1589,3980.666667,3,c_rema,11.8571,11.5408,1315,2400.5,2,c_japo,11.5714,11.39795,706,2485.5,2,p_paci,11.3469,11.2857,5422,9524,2,p_exsp,11.8571,11.602,4486,7282,2,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.7784,11.4640281,2387,5119.057143,2.714285714,,,,,
nhr-41,30,0.699300699,0.650582199,5,5,c_eleg,11.9796,11.56670769,291,9611.538462,13,c_brig,11.8571,11.67345,5757,9305.75,4,c_bren,11.9796,11.55951667,3483,14866,12,p_exsp,11.9796,11.63775,376,2229.875,8,a_lumb,11.8571,11.8571,4343,4343,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c_eleg,11.8571,11.61515714,2896,4960,7,c_brig,11.6939,11.65306667,1925,2903.333333,3,c_bren,11.9796,11.5873,1187,3955.666667,9,c_japo,11.6939,11.53062,430,1423.4,5,a_lumb,11.2245,11.2245,3376,3376,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9306,11.65890487,2850,8071.232692,7.6,11.6898,11.52212876,1962.8,3323.68,5
inx-1,31,0.721858786,0.649455069,4,,c_eleg,11.8571,11.7755,3017,4456.5,2,c_brig,11.9796,11.91835,6230,8198.5,2,c_bren,11.9796,11.83675,6403,10877.5,2,a_lumb,11.9796,11.729575,6832,13145.25,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.948975,11.81504375,5620.5,9169.4375,2.5,,,,,
ZK829.9,32,0.744416873,0.648649828,4,,c_eleg,11.8571,11.71425,2981,3864,2,c_brig,11.9796,11.9796,184,184,1,c_rema,11.9796,11.9796,159,440.5,2,p_exsp,11.9796,11.9796,39,39,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.948975,11.9132625,840.75,1131.875,1.5,,,,,
unc-44,33,0.766974961,0.64681266,6,,c_eleg,11.8571,11.8571,1939,1939,1,c_brig,11.9796,11.84353333,1680,8762,3,c_bren,11.9796,11.7376,5121,21884.71429,7,c_rema,11.8571,11.5051,2028,12674.33333,6,c_japo,11.8571,11.7755,8947,9095,2,a_lumb,11.8571,11.67345,24922,31164.75,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.89793333,11.73204722,7439.5,14253.2996,3.833333333,,,,,
Y38F1A.8,34,0.789533048,0.646470234,6,,c_eleg,11.8571,11.7755,82,996.5,2,c_brig,11.8571,11.71425,1751,2966,2,c_bren,11.8571,11.76186667,338,4321.666667,3,c_rema,11.8571,11.71425,26,811,2,p_paci,11.6939,11.63265,848,3301.5,2,p_exsp,11.8571,11.76186667,98,1221.666667,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.8299,11.72673056,523.8333333,2269.722222,5.333333333,,,,,
F13B12.6,35,0.812091135,0.645089301,5,,c_eleg,11.9796,11.9796,1841,1841,1,c_brig,11.9796,11.9796,3025,3025,1,c_bren,11.9796,11.9796,1919,1927,2,c_rema,11.9796,11.9796,1353,1353,1,c_japo,11.9796,11.84353333,3054,4294.666667,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.9796,11.95238667,2238.4,2488.133333,1.6,,,,,
acl-4,36,0.834649222,0.644961553,5,,c_eleg,11.8571,11.8571,1096,2471.5,2,c_brig,11.8571,11.62923333,233,1932.666667,3,c_bren,11.9796,11.7755,305,1457,4,c_rema,11.8571,11.7755,1298,2253.5,2,p_exsp,11.2245,11.2245,899,899,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.75508,11.65236667,766.2,1802.733333,2.4,,,,,
C07C7.1,37,0.857207309,0.64292625,5,,c_eleg,11.9796,11.4762,4448,9537.666667,3,c_brig,11.9796,11.6408,4943,10624.8,5,c_bren,11.6939,11.4704,4946,23322.9,10,c_rema,11.8571,11.8571,23187,23187,1,c_japo,11.5714,11.5714,1372,1372,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.81632,11.60318,7779.2,13608.87333,4,,,,,
msp-10,38,0.879765396,0.642518197,5,,c_eleg,11.9796,11.9796,258,258,1,c_brig,11.8571,11.8571,1245,1245,1,c_japo,11.9796,11.9796,923,1957.5,2,p_paci,11.6939,11.6939,1938,1938,1,a_lumb,11.3367,11.3367,695,695,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.76938,11.76938,1011.8,1218.7,1.2,,,,,
