ref_gene_name,Rank,Rank_Pct,class_prob,conservation_upstream,conservation_intron,species1_upstream,species1_max_PSSM_score_upstream,species1_avg_PSSM_score_upstream,species1_min_dist_upstream,species1_avg_dist_upstream,species1_site_count_upstream,species2_upstream,species2_max_PSSM_score_upstream,species2_avg_PSSM_score_upstream,species2_min_dist_upstream,species2_avg_dist_upstream,species2_site_count_upstream,species3_upstream,species3_max_PSSM_score_upstream,species3_avg_PSSM_score_upstream,species3_min_dist_upstream,species3_avg_dist_upstream,species3_site_count_upstream,species4_upstream,species4_max_PSSM_score_upstream,species4_avg_PSSM_score_upstream,species4_min_dist_upstream,species4_avg_dist_upstream,species4_site_count_upstream,species5_upstream,species5_max_PSSM_score_upstream,species5_avg_PSSM_score_upstream,species5_min_dist_upstream,species5_avg_dist_upstream,species5_site_count_upstream,species6_upstream,species6_max_PSSM_score_upstream,species6_avg_PSSM_score_upstream,species6_min_dist_upstream,species6_avg_dist_upstream,species6_site_count_upstream,species7_upstream,species7_max_PSSM_score_upstream,species7_avg_PSSM_score_upstream,species7_min_dist_upstream,species7_avg_dist_upstream,species7_site_count_upstream,species8_upstream,species8_max_PSSM_score_upstream,species8_avg_PSSM_score_upstream,species8_min_dist_upstream,species8_avg_dist_upstream,species8_site_count_upstream,species1_intron,species1_max_PSSM_score_intron,species1_avg_PSSM_score_intron,species1_min_dist_intron,species1_avg_dist_intron,species1_site_count_intron,species2_intron,species2_max_PSSM_score_intron,species2_avg_PSSM_score_intron,species2_min_dist_intron,species2_avg_dist_intron,species2_site_count_intron,species3_intron,species3_max_PSSM_score_intron,species3_avg_PSSM_score_intron,species3_min_dist_intron,species3_avg_dist_intron,species3_site_count_intron,species4_intron,species4_max_PSSM_score_intron,species4_avg_PSSM_score_intron,species4_min_dist_intron,species4_avg_dist_intron,species4_site_count_intron,species5_intron,species5_max_PSSM_score_intron,species5_avg_PSSM_score_intron,species5_min_dist_intron,species5_avg_dist_intron,species5_site_count_intron,species6_intron,species6_max_PSSM_score_intron,species6_avg_PSSM_score_intron,species6_min_dist_intron,species6_avg_dist_intron,species6_site_count_intron,species7_intron,species7_max_PSSM_score_intron,species7_avg_PSSM_score_intron,species7_min_dist_intron,species7_avg_dist_intron,species7_site_count_intron,species8_intron,species8_max_PSSM_score_intron,species8_avg_PSSM_score_intron,species8_min_dist_intron,species8_avg_dist_intron,species8_site_count_intron,avg_species_max_PSSM_score_upstream,avg_species_avg_PSSM_score_upstream,avg_species_min_dist_upstream,avg_species_avg_dist_upstream,avg_species_site_count_upstream,avg_species_max_PSSM_score_intron,avg_species_avg_PSSM_score_intron,avg_species_min_dist_intron,avg_species_avg_dist_intron,avg_species_site_count_intron
Y37D8A.4,11,0.113296941,0.676235594,7,,c_eleg,13.602,11.99125714,413,8355.428571,7,c_brig,12.8673,12.28226667,3299,5375,3,c_bren,13.9592,12.30443333,775,6700.5,12,c_rema,13.602,12.84945,4554,7526.5,4,c_japo,13.602,11.92854,1288,6954.6,5,p_exsp,11.3265,11.3265,3916,3916,1,a_lumb,12.6531,12.6531,686,686,1,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.08744286,12.19079245,2133,5644.861224,4.714285714,,,,,
ipp-5,12,0.123596663,0.673997117,8,,c_eleg,13.9592,12.66326667,2621,5341.333333,3,c_brig,14.0918,12.59011667,37,3167,6,c_bren,14.0918,12.568875,1615,4409.25,4,c_rema,14.0918,13.45916667,1783,4179,3,c_japo,14.0918,11.9592,222,2361,4,p_paci,11.3265,11.3265,1641,1641,1,p_exsp,11.3265,11.2347,1702,1777.5,2,a_lumb,13.602,12.2687,3049,5827.666667,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.322675,12.25881563,1583.75,3587.96875,3.25,,,,,
cutl-16,13,0.133896385,0.668626407,5,,c_eleg,14.0918,14.0918,125,125,1,c_brig,12.8673,12.354575,1037,3272.75,4,c_bren,14.0918,13.31971667,140,2024.833333,6,c_rema,12.8673,12.0969,2007,2632.5,2,c_japo,13.2245,12.43148571,2004,3879.857143,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.42854,12.85889548,1062.6,2386.988095,4,,,,,
mrp-4,14,0.144196107,0.668370718,5,,c_eleg,12.8673,12.8673,1736,1736,1,c_japo,12.8673,12.8673,2059,2059,1,p_paci,14.0918,14.0918,465,465,1,p_exsp,14.0918,13.47955,456,1030.5,2,a_lumb,12.4184,12.4184,2966,2966,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.26732,13.14487,1536.4,1651.3,1.2,,,,,
F30A10.3,15,0.154495829,0.667959596,6,,c_eleg,13.9592,13.0102,943,3499,2,c_brig,13.9592,12.14286667,495,1252.333333,3,c_bren,13.9592,13.9592,969,995,2,c_rema,13.9592,13.08163333,1510,2253,3,c_japo,13.602,12.8265,456,4004.666667,3,a_lumb,13.602,13.602,3668,3668,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.84013333,13.10373333,1340.166667,2612,2.333333333,,,,,
dct-6,16,0.164795551,0.66155513,5,,c_eleg,13.9592,13.20746667,228,1767.666667,3,c_brig,13.602,12.7908,196,2598.25,4,c_bren,13.602,12.7823,223,2719.333333,3,c_rema,13.602,12.2143,225,2565.333333,3,c_japo,12.1939,12.1939,826,826,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.39182,12.63775333,339.6,2095.316667,2.8,,,,,
nhr-135,17,0.175095272,0.660846091,5,,c_eleg,13.9592,12.56803333,1613,4663.666667,3,c_brig,13.2245,12.61226667,132,2470,3,c_bren,13.2245,12.18254444,2377,8032.888889,9,c_rema,13.602,12.8852,1454,3750.5,4,p_paci,13.9592,12.45102,174,2281.2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.59388,12.53981289,1150,4239.651111,4.8,,,,,
nhr-14,18,0.185394994,0.659247041,5,,c_eleg,13.2245,12.36938,6138,14403.6,5,c_brig,13.2245,12.47958,4580,7898,5,c_bren,13.7347,12.3594,4763,12703.33333,9,c_rema,13.9592,12.20845714,6306,11479.85714,7,p_paci,13.602,13.41325,87,1619,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.54898,12.56601343,4374.8,9620.758095,5.6,,,,,
C10B5.3,19,0.195694716,0.654615758,5,,c_eleg,12.8673,11.8903,8948,9411.25,4,c_brig,14.0918,13.5136,2622,6568.666667,3,c_bren,14.0918,12.913275,4254,7271.75,4,c_rema,14.0918,12.1647,1317,4000.428571,7,c_japo,13.2245,12.34185,516,4446,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.67344,12.564745,3531.4,6339.619048,4,,,,,
F22D6.2,20,0.205994438,0.654521045,7,,c_eleg,13.9592,12.44896667,2739,3341.666667,3,c_brig,12.8673,11.7789,753,3758.666667,3,c_bren,13.7347,13.7347,97,97,2,c_rema,12.8673,12.0153,847,5247.5,2,c_japo,13.2245,13.2245,530,530,1,p_exsp,13.7347,12.5306,388,1140.5,2,a_lumb,12.8673,12.69895,7200,11229.25,4,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.32214286,12.63313095,1793.428571,3620.654762,2.428571429,,,,,
col-149,21,0.21629416,0.654247485,6,1,c_eleg,13.2245,13.2245,191,191,1,c_brig,13.2245,13.2245,205,205,1,c_bren,13.2245,13.2245,229,229,1,c_rema,13.2245,13.2245,210,210,1,c_japo,13.7347,13.7347,1990,1990,1,p_exsp,12.8673,12.18706667,157,1555.333333,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c_eleg,11.6837,11.6837,237,237,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.25,13.13662778,497,730.0555556,1.833333333,11.6837,11.6837,237,237,1
H17B01.5,22,0.226593882,0.652113695,5,,c_eleg,14.0918,12.37415,1957,5353.333333,6,c_brig,13.2245,11.82416154,410,8104.461538,13,c_bren,13.9592,12.058675,1549,5874.25,8,c_rema,13.7347,12.04647778,864,4096.222222,9,c_japo,12.8673,12.0969,4866,8037.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5755,12.08007286,1929.2,6293.153419,7.6,,,,,
crtc-1,23,0.236893604,0.650145686,7,2,c_eleg,13.7347,12.109725,20,4308.5,4,c_brig,13.602,11.92391818,620,6753.454545,11,c_bren,13.9592,12.36645652,204,4096.521739,23,c_rema,13.602,11.82095455,670,4305.818182,11,c_japo,13.9592,13.9592,4092,4092,1,p_exsp,14.0918,12.427045,620,26044.9,20,a_lumb,11.3265,11.3265,1825,1825,1,NA,NA,NA,NA,NA,NA,c_eleg,12.8673,12.0816,1404,3674,2,c_bren,11.2959,11.2959,935,935,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.46791429,12.27625704,1150.142857,7346.599209,10.14285714,12.0816,11.68875,1169.5,2304.5,1.5
grl-7,24,0.247193326,0.648432636,7,,c_eleg,13.9592,12.55105,143,230.5,2,c_brig,13.9592,13.9592,153,153,1,c_bren,13.9592,13.9592,161,162.5,2,c_rema,13.9592,12.5357,152,1499.5,2,p_paci,11.3265,11.3265,1011,1011,1,p_exsp,11.6837,11.6837,1006,1006,1,a_lumb,13.2245,12.5446375,2967,10036.125,8,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.15307143,12.65142679,799,2014.089286,2.428571429,,,,,
F08F1.3,25,0.257493048,0.647148536,4,,c_eleg,13.9592,13.41325,163,2059.5,2,c_brig,13.602,12.37245,352,2494.5,2,c_bren,13.7347,12.5374,1224,1298.333333,3,c_rema,14.0918,14.0918,1721,1721,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.846925,13.103725,865,1893.333333,2,,,,,
die-1,26,0.26779277,0.644887103,7,6,c_eleg,14.0918,12.24198571,2114,8998.142857,7,c_brig,14.0918,12.18253333,341,11589.66667,9,c_bren,13.9592,12.08672,710,14596,10,c_rema,13.9592,12.195496,485,16214.68,25,c_japo,12.8673,11.834175,1969,18784.75,8,p_exsp,11.3265,11.3265,1567,1567,1,a_lumb,12.4184,11.68368333,3346,26112.33333,6,NA,NA,NA,NA,NA,NA,c_eleg,13.2245,12.32313333,4377,5572,3,c_brig,13.602,12.63263333,563,3608.166667,6,c_bren,12.551,11.85373333,621,2828.333333,3,p_paci,11.3265,11.3265,6213,6213,1,p_exsp,11.3265,11.3265,771,771,1,a_lumb,12.8673,12.0969,3576,10506.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.24488571,11.93587048,1504.571429,13980.36755,9.428571429,12.48296667,11.92656667,2686.833333,4916.5,2.666666667
C52G5.2,27,0.278092492,0.644329132,7,,c_eleg,13.7347,11.87683571,1461,12932.35714,14,c_brig,13.9592,11.89075294,59,13608,17,c_bren,13.7347,12.25072857,2194,11951.14286,7,c_rema,13.2245,11.9591875,83,4087.625,8,c_japo,12.8673,12.8673,560,560,1,p_paci,12.8673,12.03315,668,4206.25,4,p_exsp,12.0612,11.7551,5123,6385.666667,3,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.20698571,12.09043639,1449.714286,7675.863095,7.714285714,,,,,
F35H10.10,28,0.288392213,0.643485836,7,,c_eleg,14.0918,12.23468,41,3873.4,5,c_brig,12.8673,12.0051,345,4869,2,c_bren,13.9592,11.974475,1103,3521.25,8,c_rema,13.2245,12.36004286,359,1080.714286,7,c_japo,13.2245,11.83676667,2430,6109,3,p_exsp,12.4184,12.4184,2214,2214,1,a_lumb,12.8673,11.95405,1662,17535.5,4,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.23614286,12.11193065,1164.857143,5600.409184,4.285714286,,,,,
ttx-3,29,0.298691935,0.643107187,6,,c_eleg,14.0918,12.61735,1347,3354.5,2,c_bren,13.2245,12.16835,2174,2197,2,c_rema,13.602,12.44896667,82,1913.333333,3,c_japo,12.8673,12.8673,3637,3637,1,p_paci,12.8673,12.1275375,2612,12215.125,8,a_lumb,11.8776,11.60205,2007,6761,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.08841667,12.30525903,1976.5,5012.993056,3,,,,,
Y43E12A.2,30,0.308991657,0.642344423,8,,c_eleg,13.9592,12.06122,5817,7981.6,5,c_brig,13.2245,13.2245,483,483,1,c_bren,13.7347,12.17945,218,11632.75,12,c_rema,13.2245,12.29423333,1204,4127,6,c_japo,14.0918,13.65815,5394,5547.5,2,p_paci,13.602,12.44896667,196,1126,3,p_exsp,12.4184,11.795925,200,2631.25,4,a_lumb,12.551,12.551,273,390,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3507625,12.52668063,1723.125,4239.8875,4.375,,,,,
E02A10.4,31,0.319291379,0.642053783,5,,c_eleg,12.8673,12.4745,2700,3338.25,4,c_brig,14.0918,12.63264,769,2232.4,5,c_bren,13.9592,12.32313333,1143,4715,6,c_rema,14.0918,12.33163333,1650,4310.833333,6,c_japo,13.2245,12.16035714,5879,11362.14286,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.64692,12.38445276,2428.2,5191.725238,5.6,,,,,
C13C12.2,32,0.329591101,0.637389644,7,,c_eleg,13.2245,13.2245,182,182,1,c_brig,13.602,12.39941429,6041,10230.42857,7,c_bren,13.2245,12.28368,455,6707,5,c_rema,13.9592,12.73215,356,838,4,c_japo,13.2245,11.72887143,345,8807.285714,7,p_exsp,12.2959,11.7602,582,3411,6,a_lumb,12.0612,12.0612,4567,4567,1,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.08454286,12.31285939,1789.714286,4963.244898,4.428571429,,,,,
T01B10.5,33,0.339890823,0.634842128,5,,c_eleg,13.2245,12.36938,568,4736.4,5,c_brig,13.602,11.93063,1092,5604.4,10,c_bren,13.7347,12.3594,701,7635.666667,9,c_rema,13.9592,12.20845714,623,3212.142857,7,c_japo,13.7347,12.06803333,3806,6845.666667,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.65102,12.1871801,1358,5606.855238,6.8,,,,,
Y37E11AL.1,34,0.350190545,0.634768305,5,7,c_eleg,13.602,12.46425,5114,5162,2,c_brig,12.8673,12.70915,768,1810.5,2,c_bren,13.9592,12.5982,240,4460.875,8,c_rema,13.602,12.60785714,157,2940.142857,7,c_japo,12.8673,11.99745,807,4597.25,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c_eleg,12.6531,12.6531,3210,3210,1,c_brig,12.0612,11.7619,1004,2691,3,c_bren,12.6531,11.7687,972,1647.333333,3,c_rema,12.0612,11.60205,1622,1785,2,c_japo,11.3265,11.3265,545,545,1,p_paci,12.551,11.91325,1612,1987.5,2,p_exsp,12.6531,12.4745,453,2680.5,2,NA,NA,NA,NA,NA,NA,13.37956,12.47538143,1417.2,3794.153571,4.6,12.27988571,11.92857143,1345.428571,2078.047619,2
C25F6.7,35,0.360490267,0.634154103,5,,c_eleg,14.0918,13.19385,7,1096.5,2,c_brig,14.0918,14.0918,2486,2486,1,c_bren,14.0918,14.0918,2225,2225,1,c_japo,12.8673,12.8673,271,271,1,a_lumb,11.3265,11.3265,6467,6467,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.29384,13.11425,2291.2,2509.1,1.2,,,,,
vab-2,36,0.370789989,0.633647455,7,,c_eleg,13.2245,11.97195,686,7262.25,4,c_brig,13.7347,12.5306,892,4247.5,2,c_bren,13.9592,12.081625,1779,18057.25,8,c_rema,13.602,12.31836,341,5813,5,c_japo,13.7347,12.451525,5353,12214.75,4,p_exsp,12.4184,11.52213333,1204,3175.666667,6,a_lumb,13.7347,13.7347,3048,3048,1,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.48688571,12.37298476,1900.428571,7688.345238,4.285714286,,,,,
trhr-1,37,0.381089711,0.633130114,5,,c_eleg,13.602,12.316325,1725,6895,4,c_brig,13.602,12.227025,868,8467.75,4,c_bren,13.7347,11.97667143,519,3189.142857,7,c_rema,13.9592,12.06375833,515,16911.58333,12,c_japo,12.8673,12.39283333,2112,4924.833333,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.55304,12.19532262,1147.8,8077.661905,6.6,,,,,
