"","Rank","Rank_Pct","class_prob","conservation_upstream","conservation_intron","species1_upstream","species1_max_PSSM_score_upstream","species1_avg_PSSM_score_upstream","species1_min_dist_upstream","species1_avg_dist_upstream","species1_site_count_upstream","species2_upstream","species2_max_PSSM_score_upstream","species2_avg_PSSM_score_upstream","species2_min_dist_upstream","species2_avg_dist_upstream","species2_site_count_upstream","species3_upstream","species3_max_PSSM_score_upstream","species3_avg_PSSM_score_upstream","species3_min_dist_upstream","species3_avg_dist_upstream","species3_site_count_upstream","species4_upstream","species4_max_PSSM_score_upstream","species4_avg_PSSM_score_upstream","species4_min_dist_upstream","species4_avg_dist_upstream","species4_site_count_upstream","species5_upstream","species5_max_PSSM_score_upstream","species5_avg_PSSM_score_upstream","species5_min_dist_upstream","species5_avg_dist_upstream","species5_site_count_upstream","species6_upstream","species6_max_PSSM_score_upstream","species6_avg_PSSM_score_upstream","species6_min_dist_upstream","species6_avg_dist_upstream","species6_site_count_upstream","species7_upstream","species7_max_PSSM_score_upstream","species7_avg_PSSM_score_upstream","species7_min_dist_upstream","species7_avg_dist_upstream","species7_site_count_upstream","species8_upstream","species8_max_PSSM_score_upstream","species8_avg_PSSM_score_upstream","species8_min_dist_upstream","species8_avg_dist_upstream","species8_site_count_upstream","species1_intron","species1_max_PSSM_score_intron","species1_avg_PSSM_score_intron","species1_min_dist_intron","species1_avg_dist_intron","species1_site_count_intron","species2_intron","species2_max_PSSM_score_intron","species2_avg_PSSM_score_intron","species2_min_dist_intron","species2_avg_dist_intron","species2_site_count_intron","species3_intron","species3_max_PSSM_score_intron","species3_avg_PSSM_score_intron","species3_min_dist_intron","species3_avg_dist_intron","species3_site_count_intron","species4_intron","species4_max_PSSM_score_intron","species4_avg_PSSM_score_intron","species4_min_dist_intron","species4_avg_dist_intron","species4_site_count_intron","species5_intron","species5_max_PSSM_score_intron","species5_avg_PSSM_score_intron","species5_min_dist_intron","species5_avg_dist_intron","species5_site_count_intron","species6_intron","species6_max_PSSM_score_intron","species6_avg_PSSM_score_intron","species6_min_dist_intron","species6_avg_dist_intron","species6_site_count_intron","species7_intron","species7_max_PSSM_score_intron","species7_avg_PSSM_score_intron","species7_min_dist_intron","species7_avg_dist_intron","species7_site_count_intron","species8_intron","species8_max_PSSM_score_intron","species8_avg_PSSM_score_intron","species8_min_dist_intron","species8_avg_dist_intron","species8_site_count_intron","avg_species_max_PSSM_score_upstream","avg_species_avg_PSSM_score_upstream","avg_species_min_dist_upstream","avg_species_avg_dist_upstream","avg_species_site_count_upstream","avg_species_max_PSSM_score_intron","avg_species_avg_PSSM_score_intron","avg_species_min_dist_intron","avg_species_avg_dist_intron","avg_species_site_count_intron"
"B0034.5",208,2.443826732,0.669568483,6,1,"c_eleg",13.7561,13.7561,2836,7520.5,2,"c_brig",13.7561,9.516842857,127,5982.428571,7,"c_bren",13.7561,13.7561,3489,5465.75,4,"c_rema",15.0244,15.0244,4640,5005.5,2,"c_japo",13.7561,10.50111091,1181,9188.545455,11,"a_lumb",13.7561,10.77236,8874,9531,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c_eleg",7.95122,7.95122,785,785,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.96748333,12.22115229,3524.5,7115.620671,4.666666667,7.95122,7.95122,785,785,1
"sro-1",225,2.640722724,0.667373727,6,NA,"c_eleg",13.7561,10.85366,6881,7934,2,"c_bren",15.0244,10.20054667,918,3117,3,"c_rema",15.0244,15.0244,1225,1225,1,"c_japo",15.0244,11.40651,1304,3634.5,2,"p_paci",7.95935,7.95935,112,112,1,"p_exsp",7.78862,7.78862,2257,2257,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,12.429545,10.53884778,2116.166667,3046.583333,1.666666667,NA,NA,NA,NA,NA
"npr-10",226,2.652304841,0.667173917,7,NA,"c_eleg",13.7561,11.518295,4427,11725.5,8,"c_brig",15.0244,11.40651,1496,2016.5,2,"c_bren",15.0244,11.56459333,6109,13396,9,"c_rema",15.0244,12.43670571,1941,12567.85714,7,"c_japo",15.0244,11.48781,2978,3552.5,2,"p_paci",15.0244,12.6239875,6090,12380.25,4,"a_lumb",7.95122,7.95122,117,141,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,13.83276,11.28416022,3308.285714,7968.515306,4.857142857,NA,NA,NA,NA,NA
"dmsr-4",244,2.860782951,0.663721926,5,NA,"c_eleg",13.7561,10.857725,430,2706.5,2,"c_bren",13.7561,10.85366,610,3196,2,"c_rema",13.7561,10.36934,2884,10779,14,"c_japo",13.7561,13.7561,7584,7651,2,"p_exsp",15.0244,10.31436667,5440,7447,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,14.00976,11.23023833,3389.6,6355.9,4.6,NA,NA,NA,NA,NA
"fshr-1",250,2.930275654,0.662661927,7,NA,"c_eleg",13.7561,13.7561,1626,2315.5,2,"c_brig",13.7561,11.82114,35,971,3,"c_bren",15.0244,12.24390667,161,692.6666667,3,"c_rema",15.0244,10.20054667,180,2183,3,"c_japo",13.7561,13.7561,6549,6549,1,"p_exsp",13.7561,13.7561,303,303,1,"a_lumb",7.95122,7.95122,4801,4801,1,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,13.28920286,11.92644476,1950.714286,2545.02381,2,NA,NA,NA,NA,NA
"srx-26",253,2.965022006,0.66193933,5,NA,"c_eleg",15.0244,15.0244,697,697,1,"c_brig",13.7561,13.7561,865,865,1,"c_rema",15.0244,11.491875,2249,2458,2,"p_paci",13.7561,10.77236,1008,1136,2,"p_exsp",15.0244,8.683341186,181,7260.711864,295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,14.51708,11.94561524,1000,2483.342373,60.2,NA,NA,NA,NA,NA
"srx-31",259,3.034514709,0.660403142,5,NA,"c_eleg",13.7561,13.7561,836,836,1,"c_brig",13.7561,13.7561,865,865,1,"c_rema",15.0244,11.491875,2249,2458,2,"p_paci",13.7561,10.77236,1008,1136,2,"p_exsp",15.0244,8.683341186,181,7260.711864,295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,14.26342,11.69195524,1027.8,2511.142373,60.2,NA,NA,NA,NA,NA
"C47E8.3",265,3.104007413,0.659851746,4,NA,"c_eleg",15.0244,11.40651,3215,7347,2,"c_brig",13.7561,13.7561,9747,9747,1,"c_bren",15.0244,15.0244,11047,11047,1,"c_rema",13.7561,13.7561,5512,5512,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,14.39025,13.4857775,7380.25,8413.25,1.25,NA,NA,NA,NA,NA
"frpr-19",267,3.127171647,0.659074732,5,1,"c_eleg",15.0244,12.24661667,2378,12460.33333,3,"c_brig",13.7561,9.83198,7884,9494.333333,3,"c_bren",15.0244,11.4491925,4421,6642.25,4,"c_rema",13.7561,10.77236,7065,9570,2,"c_japo",13.7561,13.7561,418,418,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c_eleg",15.0244,11.40651,1412,2213,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.26342,11.61124983,4433.2,7716.983333,2.6,15.0244,11.40651,1412,2213,2
"dop-1",304,3.555709984,0.652490576,4,NA,"c_eleg",15.0244,11.1321175,1258,3471,4,"c_brig",15.0244,11.48781,1037,6285.5,2,"c_bren",13.7561,11.82385,1131,2059.333333,3,"c_rema",15.0244,12.61247333,1199,3473.666667,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,14.707325,11.76406271,1156.25,3822.375,3,NA,NA,NA,NA,NA
"srx-64",319,3.729441742,0.649895714,5,NA,"c_eleg",13.7561,13.7561,3038,4037,2,"c_bren",15.0244,14.39025,3655,4471.75,4,"c_rema",13.7561,13.7561,1914,1914,1,"p_paci",13.7561,10.77236,1008,1136,2,"p_exsp",15.0244,8.683341186,181,7260.711864,295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,14.26342,12.27163024,1959.2,3763.892373,60.8,NA,NA,NA,NA,NA
"daf-37",321,3.752605976,0.649768895,4,NA,"c_eleg",13.7561,11.82385,2947,3631.333333,3,"c_brig",15.0244,15.0244,6598,6598,1,"c_bren",15.0244,14.60163333,2446,6056,3,"p_paci",15.0244,15.0244,10304,10304,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,14.707325,14.11857083,5573.75,6647.333333,2,NA,NA,NA,NA,NA
"srt-62",324,3.787352328,0.648667079,4,NA,"c_eleg",15.0244,14.39025,3688,3743.5,2,"c_brig",13.7561,13.7561,2602,2703.5,2,"p_paci",15.0244,15.0244,328,328,1,"p_exsp",13.7561,13.7561,2494,2494,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,14.39025,14.2317125,2278,2317.25,1.75,NA,NA,NA,NA,NA
"npr-27",353,4.123233727,0.643838052,7,NA,"c_eleg",15.0244,11.40651,1810,5667.5,2,"c_brig",15.0244,14.39025,5805,7123.5,2,"c_bren",15.0244,13.29036429,2072,16456.57143,7,"c_rema",15.0244,15.0244,5348,5348,1,"c_japo",13.7561,12.76152,191,2496.5,6,"p_exsp",13.7561,10.857725,603,3254.5,2,"a_lumb",15.0244,11.491875,1895,2002,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,14.66202857,12.74609204,2532,6049.795918,3.142857143,NA,NA,NA,NA,NA
"F41H8.1",356,4.157980079,0.643516698,5,NA,"c_eleg",13.7561,13.7561,1377,2905.5,2,"c_brig",15.0244,11.491875,1957,2677,2,"c_bren",13.7561,13.7561,224,234.5,2,"c_rema",13.7561,13.7561,267,267,1,"c_japo",7.95935,7.95935,1864,1864,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,12.85041,12.143905,1137.8,1589.6,1.6,NA,NA,NA,NA,NA
"srxa-9",381,4.459115126,0.640603721,4,NA,"c_eleg",15.0244,15.0244,2633,2633,1,"c_brig",15.0244,15.0244,1342,1342,1,"c_bren",15.0244,15.0244,1077,1077,1,"c_rema",15.0244,15.0244,770,770,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,15.0244,15.0244,1455.5,1455.5,1,NA,NA,NA,NA,NA
"D1014.2",400,4.69075747,0.638117917,4,NA,"c_eleg",15.0244,12.621955,2224,3418.25,4,"c_brig",15.0244,11.06639833,953,8277.666667,6,"c_rema",15.0244,12.18970667,2679,3670.333333,3,"c_japo",13.7561,10.77236,3164,3536,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,14.707325,11.662605,2255,4725.5625,3.75,NA,NA,NA,NA,NA
"srx-41",410,4.829742877,0.636700909,6,NA,"c_eleg",13.7561,10.857725,1324,1363,2,"c_brig",15.0244,14.39025,849,1453.5,2,"c_bren",15.0244,12.18970667,5665,7753.666667,3,"c_rema",13.7561,11.76694,3448,5041,3,"p_paci",13.7561,10.77236,1008,1136,2,"p_exsp",15.0244,8.683341186,181,7260.711864,295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,14.39025,11.44338714,2079.166667,4001.313089,51.16666667,NA,NA,NA,NA,NA
"frpr-3",417,4.910817697,0.636405654,7,NA,"c_eleg",15.0244,12.97290333,852,4463.833333,6,"c_bren",15.0244,14.17886667,2723,3714.833333,6,"c_rema",15.0244,12.61247333,200,1626.333333,3,"c_japo",15.0244,13.323584,1761,6184.8,5,"p_paci",15.0244,11.25203667,2351,7945.5,6,"p_exsp",15.0244,11.46342,1262,6256.333333,6,"a_lumb",15.0244,10.933336,2710,20586,10,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,15.0244,12.39094571,1694.142857,7253.947619,6,NA,NA,NA,NA,NA
