"","Rank","Rank_Pct","class_prob","conservation_upstream","conservation_intron","species1_upstream","species1_max_PSSM_score_upstream","species1_avg_PSSM_score_upstream","species1_min_dist_upstream","species1_avg_dist_upstream","species1_site_count_upstream","species2_upstream","species2_max_PSSM_score_upstream","species2_avg_PSSM_score_upstream","species2_min_dist_upstream","species2_avg_dist_upstream","species2_site_count_upstream","species3_upstream","species3_max_PSSM_score_upstream","species3_avg_PSSM_score_upstream","species3_min_dist_upstream","species3_avg_dist_upstream","species3_site_count_upstream","species4_upstream","species4_max_PSSM_score_upstream","species4_avg_PSSM_score_upstream","species4_min_dist_upstream","species4_avg_dist_upstream","species4_site_count_upstream","species5_upstream","species5_max_PSSM_score_upstream","species5_avg_PSSM_score_upstream","species5_min_dist_upstream","species5_avg_dist_upstream","species5_site_count_upstream","species6_upstream","species6_max_PSSM_score_upstream","species6_avg_PSSM_score_upstream","species6_min_dist_upstream","species6_avg_dist_upstream","species6_site_count_upstream","species7_upstream","species7_max_PSSM_score_upstream","species7_avg_PSSM_score_upstream","species7_min_dist_upstream","species7_avg_dist_upstream","species7_site_count_upstream","species8_upstream","species8_max_PSSM_score_upstream","species8_avg_PSSM_score_upstream","species8_min_dist_upstream","species8_avg_dist_upstream","species8_site_count_upstream","species1_intron","species1_max_PSSM_score_intron","species1_avg_PSSM_score_intron","species1_min_dist_intron","species1_avg_dist_intron","species1_site_count_intron","species2_intron","species2_max_PSSM_score_intron","species2_avg_PSSM_score_intron","species2_min_dist_intron","species2_avg_dist_intron","species2_site_count_intron","species3_intron","species3_max_PSSM_score_intron","species3_avg_PSSM_score_intron","species3_min_dist_intron","species3_avg_dist_intron","species3_site_count_intron","species4_intron","species4_max_PSSM_score_intron","species4_avg_PSSM_score_intron","species4_min_dist_intron","species4_avg_dist_intron","species4_site_count_intron","species5_intron","species5_max_PSSM_score_intron","species5_avg_PSSM_score_intron","species5_min_dist_intron","species5_avg_dist_intron","species5_site_count_intron","species6_intron","species6_max_PSSM_score_intron","species6_avg_PSSM_score_intron","species6_min_dist_intron","species6_avg_dist_intron","species6_site_count_intron","species7_intron","species7_max_PSSM_score_intron","species7_avg_PSSM_score_intron","species7_min_dist_intron","species7_avg_dist_intron","species7_site_count_intron","species8_intron","species8_max_PSSM_score_intron","species8_avg_PSSM_score_intron","species8_min_dist_intron","species8_avg_dist_intron","species8_site_count_intron","avg_species_max_PSSM_score_upstream","avg_species_avg_PSSM_score_upstream","avg_species_min_dist_upstream","avg_species_avg_dist_upstream","avg_species_site_count_upstream","avg_species_max_PSSM_score_intron","avg_species_avg_PSSM_score_intron","avg_species_min_dist_intron","avg_species_avg_dist_intron","avg_species_site_count_intron"
"D1014.2",80,1.939995488,0.592248917,6,1,"c_eleg",11.8571,11.8571,2569,2569,1,"c_brig",11.8571,11.614775,2519,5983,4,"c_bren",11.8571,11.47616667,2731,3131.666667,3,"c_rema",11.8571,11.71425,1553,2263.5,2,"c_japo",11.6939,11.5204,507,2572.5,2,"p_exsp",11.2245,11.2245,3914,4538.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c_eleg",11.8571,11.8571,3725,3725,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.72446667,11.56786528,2298.833333,3509.694444,2.333333333,11.8571,11.8571,3725,3725,1
"dop-5",109,2.616738101,0.56673372,4,NA,"c_eleg",11.8571,11.8571,1441,1441,1,"c_brig",11.3367,11.3367,4177,4177,1,"p_paci",11.9796,11.9796,2228,2228,1,"p_exsp",11.9796,11.9796,5317,5317,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,11.78825,11.78825,3290.75,3290.75,1,NA,NA,NA,NA,NA
"npr-27",114,2.729528536,0.559810904,7,NA,"c_eleg",11.9796,11.65815,1271,5437.25,4,"c_brig",11.3469,11.3469,6531,6531,1,"c_bren",11.9796,11.67006667,2120,15981.66667,3,"c_rema",11.9796,11.9796,7657,7657,1,"c_japo",11.3367,11.3367,5704,5704,1,"p_paci",11.9796,11.9796,2545,2759.5,4,"a_lumb",11.3367,11.3367,7244,7244,1,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,11.70552857,11.6153881,4724.571429,7330.630952,2.142857143,NA,NA,NA,NA,NA
"mgl-3",116,2.77464471,0.558724477,5,NA,"c_eleg",11.8571,11.7755,4044,4078.5,2,"c_brig",11.6939,11.63265,12227,13675,2,"c_bren",11.8571,11.5969,30384,30463,2,"c_rema",11.3469,11.2857,1510,5199,2,"c_japo",11.9796,11.63263333,45,6953.333333,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,11.74692,11.58467667,9642,12073.76667,2.2,NA,NA,NA,NA,NA
"Y70D2A.1",123,2.955109407,0.555019076,6,NA,"c_eleg",11.8571,11.8571,4937,4937,1,"c_brig",11.6939,11.5204,5083,7142,2,"c_bren",11.8571,11.66663333,5115,7128.666667,3,"c_rema",11.8571,11.8571,4248,4248,1,"p_paci",11.3367,11.3367,1055,1055,1,"p_exsp",11.9796,11.91835,2330,3398,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,11.76358333,11.69271389,3794.666667,4651.444444,1.666666667,NA,NA,NA,NA,NA
"mgl-2",136,3.248364539,0.544683146,5,NA,"c_eleg",11.6939,11.6939,1556,1556,1,"c_brig",11.9796,11.5561,971,5095,4,"c_bren",11.6939,11.6939,1658,7888,2,"c_rema",11.6939,11.6939,994,994,1,"p_exsp",11.5714,11.5714,2990,2990,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,11.72654,11.64184,1633.8,3704.6,1.8,NA,NA,NA,NA,NA
"ser-1",169,3.992781412,0.524477388,5,NA,"c_eleg",11.5714,11.5714,4225,5479.5,2,"c_brig",11.8571,11.71425,1571,3648.5,2,"c_bren",11.5714,11.45915,3175,4865.5,2,"c_rema",11.8571,11.8571,1283,1283,1,"c_japo",11.8571,11.8571,1270,1270,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,11.74282,11.6918,2304.8,3309.3,1.6,NA,NA,NA,NA,NA
"tkr-1",172,4.060455673,0.522166115,4,NA,"c_eleg",11.6939,11.6939,7011,7011,1,"c_brig",11.9796,11.66325,7530,8361,2,"c_rema",11.9796,11.9796,5406,5406,1,"a_lumb",11.5714,11.5714,15619,15619,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,11.806125,11.7270375,8891.5,9099.25,1.25,NA,NA,NA,NA,NA
"npr-5",174,4.105571848,0.52187974,6,NA,"c_eleg",11.9796,11.59183333,907,6947,3,"c_brig",11.8571,11.5408,16301,18860.5,2,"c_bren",11.5714,11.372425,1455,9760,4,"c_rema",11.5714,11.5714,4998,5429,2,"c_japo",11.8571,11.64623333,9947,14278,3,"a_lumb",11.2245,11.2245,12655,12655,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,11.67685,11.49119861,7710.5,11321.58333,2.5,NA,NA,NA,NA,NA
"F40A3.7",176,4.150688022,0.520428697,6,NA,"c_eleg",11.5714,11.5714,4981,4981,1,"c_brig",11.5714,11.37753333,1680,14909.66667,3,"c_bren",11.6939,11.47958333,1306,8694,6,"c_rema",11.9796,11.59183333,10799,13168.33333,3,"c_japo",11.9796,11.617325,8532,18208,4,"p_exsp",11.9796,11.9796,5293,5293,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,11.79591667,11.60287917,5431.833333,10875.66667,3,NA,NA,NA,NA,NA
"dop-1",196,4.601849763,0.508397271,6,NA,"c_eleg",11.9796,11.91835,10610,11659.5,2,"c_brig",11.9796,11.7483,460,3269.333333,3,"c_bren",11.5714,11.5714,4948,4948,1,"c_rema",11.5714,11.45915,471,1360,2,"c_japo",11.5714,11.5714,2561,2561,1,"p_exsp",11.5714,11.5714,1025,1025,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,11.70746667,11.64,3345.833333,4137.138889,1.666666667,NA,NA,NA,NA,NA
