ref_gene_name,Rank,Rank_Pct,class_prob,conservation_upstream,conservation_intron,species1_upstream,species1_max_PSSM_score_upstream,species1_avg_PSSM_score_upstream,species1_min_dist_upstream,species1_avg_dist_upstream,species1_site_count_upstream,species2_upstream,species2_max_PSSM_score_upstream,species2_avg_PSSM_score_upstream,species2_min_dist_upstream,species2_avg_dist_upstream,species2_site_count_upstream,species3_upstream,species3_max_PSSM_score_upstream,species3_avg_PSSM_score_upstream,species3_min_dist_upstream,species3_avg_dist_upstream,species3_site_count_upstream,species4_upstream,species4_max_PSSM_score_upstream,species4_avg_PSSM_score_upstream,species4_min_dist_upstream,species4_avg_dist_upstream,species4_site_count_upstream,species5_upstream,species5_max_PSSM_score_upstream,species5_avg_PSSM_score_upstream,species5_min_dist_upstream,species5_avg_dist_upstream,species5_site_count_upstream,species6_upstream,species6_max_PSSM_score_upstream,species6_avg_PSSM_score_upstream,species6_min_dist_upstream,species6_avg_dist_upstream,species6_site_count_upstream,species7_upstream,species7_max_PSSM_score_upstream,species7_avg_PSSM_score_upstream,species7_min_dist_upstream,species7_avg_dist_upstream,species7_site_count_upstream,species8_upstream,species8_max_PSSM_score_upstream,species8_avg_PSSM_score_upstream,species8_min_dist_upstream,species8_avg_dist_upstream,species8_site_count_upstream,species1_intron,species1_max_PSSM_score_intron,species1_avg_PSSM_score_intron,species1_min_dist_intron,species1_avg_dist_intron,species1_site_count_intron,species2_intron,species2_max_PSSM_score_intron,species2_avg_PSSM_score_intron,species2_min_dist_intron,species2_avg_dist_intron,species2_site_count_intron,species3_intron,species3_max_PSSM_score_intron,species3_avg_PSSM_score_intron,species3_min_dist_intron,species3_avg_dist_intron,species3_site_count_intron,species4_intron,species4_max_PSSM_score_intron,species4_avg_PSSM_score_intron,species4_min_dist_intron,species4_avg_dist_intron,species4_site_count_intron,species5_intron,species5_max_PSSM_score_intron,species5_avg_PSSM_score_intron,species5_min_dist_intron,species5_avg_dist_intron,species5_site_count_intron,species6_intron,species6_max_PSSM_score_intron,species6_avg_PSSM_score_intron,species6_min_dist_intron,species6_avg_dist_intron,species6_site_count_intron,species7_intron,species7_max_PSSM_score_intron,species7_avg_PSSM_score_intron,species7_min_dist_intron,species7_avg_dist_intron,species7_site_count_intron,species8_intron,species8_max_PSSM_score_intron,species8_avg_PSSM_score_intron,species8_min_dist_intron,species8_avg_dist_intron,species8_site_count_intron,avg_species_max_PSSM_score_upstream,avg_species_avg_PSSM_score_upstream,avg_species_min_dist_upstream,avg_species_avg_dist_upstream,avg_species_site_count_upstream,avg_species_max_PSSM_score_intron,avg_species_avg_PSSM_score_intron,avg_species_min_dist_intron,avg_species_avg_dist_intron,avg_species_site_count_intron
H01M10.2,11,0.109572667,0.536486541,5,,c_eleg,13.8163,12.982125,2777,4809.5,4,c_brig,13.9388,12.96936667,2490,5360,3,c_bren,12.6939,12.017875,205,3789.75,4,c_rema,13.9388,13.1684,4158,4615.5,2,c_japo,13.8265,12.71768333,3628,8361.333333,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.64286,12.77109,2651.6,5387.216667,3.8,,,,,
npr-4,12,0.119533818,0.533804083,4,6,c_eleg,14.1122,12.45613,2079,9561.3,10,c_bren,12.8469,12.70405,2851,4227.5,2,c_rema,14.102,12.5714125,2257,10699.875,8,c_japo,13.398,12.54931667,3988,19221.33333,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c_eleg,13.2245,12.2245,968,6808.25,4,c_brig,13.3878,12.053575,6944,8673.5,4,c_rema,13.5612,12.5765,2207,2217,2,c_japo,12.6735,12.6735,6458,6458,1,p_paci,12.1633,12.1633,605,605,1,p_exsp,12.3673,12.3673,3156,3156,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.614775,12.57022729,2793.75,10927.50208,6.5,12.89626667,12.3431125,3389.666667,4652.958333,2.166666667
ZK550.2,13,0.12949497,0.530854696,6,7,c_eleg,13.398,12.22595714,736,4986.571429,7,c_brig,13.1327,12.60543333,2241,11096.66667,3,c_bren,14.2755,14.2755,1512,1512,1,c_rema,13.1327,12.3482375,603,9345,8,c_japo,12.7857,12.18365,8902,10129.5,2,a_lumb,12.8163,12.27085455,2096,7688,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c_eleg,12.2143,12.2143,723,723,1,c_brig,12.8469,12.8469,124,124,1,c_bren,12.2755,12.2755,1243,1243,1,c_rema,12.4388,12.1582,2745,3002,2,c_japo,12.6735,12.0374,1201,3082.333333,3,p_exsp,12.3367,12.0612,2296,2299,2,a_lumb,13.3878,12.394125,289,3966.75,8,NA,NA,NA,NA,NA,NA,13.25681667,12.65160542,2681.666667,7459.623016,5.333333333,12.59621429,12.28394643,1231.571429,2062.869048,2.571428571
pat-9,14,0.139456121,0.530727603,5,,c_eleg,13.3878,12.45481429,1599,6993.571429,7,c_brig,13.102,12.602,1078,3434,2,c_bren,13.102,13.102,1107,1107,1,c_rema,14.102,13.602,1056,3562,2,c_japo,13.3878,12.4847,1041,2253,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.41632,12.84910286,1176.2,3469.914286,2.8,,,,,
amx-2,15,0.149417273,0.53059252,6,6,c_eleg,13.8163,12.05138276,984,5011.896552,29,c_brig,12.7857,12.11018,424,4473,5,c_bren,13.9388,12.18163429,311,6534.557143,70,c_rema,13.6531,12.02040833,649,4884.583333,12,c_japo,13.3673,11.97021892,1097,2186.027027,37,p_paci,12.2551,12.2551,1243,1243,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c_eleg,12.8265,11.96620625,430,2316.375,16,c_brig,12.7041,11.87525806,727,3326.580645,31,c_bren,13.6531,11.99305362,232,4640.811594,69,c_rema,12.6531,11.899425,141,3499.964286,28,c_japo,12.9388,12.06738,1421,5858.8,5,p_paci,11.9898,11.9898,8482,8482,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.30271667,12.09815405,784.6666667,4055.510676,25.66666667,12.79423333,11.96518716,1905.5,4687.421921,25
prx-19,16,0.159378424,0.529656564,5,,c_eleg,13.2755,12.63263333,2823,5910.666667,3,c_bren,12.7857,12.01016667,1356,3563.666667,3,c_japo,14.102,14.102,9429,9429,1,p_paci,13.3673,13.3673,843,843,1,a_lumb,12.398,12.398,8177,8177,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.1857,12.90202,4525.6,5584.666667,1.8,,,,,
nhr-40,17,0.169339576,0.529104238,7,4,c_eleg,13.8163,12.982125,1000,3446.5,4,c_brig,13.9388,12.96936667,505,2301,3,c_bren,12.6939,12.017875,6430,9878.25,4,c_rema,13.9388,13.1684,4875,5332.5,2,c_japo,13.8265,12.71768333,4770,11970.66667,6,p_paci,12.4184,12.4184,2326,2326,1,a_lumb,13.2245,12.15306667,5182,11336.66667,3,NA,NA,NA,NA,NA,NA,c_eleg,12.2449,11.86936,137,2631.8,5,c_brig,12.9388,12.9388,797,797,1,c_rema,12.6224,12.6224,152,152,1,a_lumb,12.3367,12.0714,2267,8198.714286,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.40817143,12.63241667,3584,6655.940476,3.285714286,12.5357,12.37549,838.25,2944.878571,3.5
crtc-1,18,0.179300727,0.529069501,6,,c_eleg,13.6531,12.88775,1657,8959.25,4,c_brig,12.7857,11.99317778,6036,9718.555556,9,c_bren,13.3673,12.24341429,1356,7879.857143,7,c_rema,12.6224,12.07823333,3358,8209.666667,3,c_japo,14.2755,14.2755,8615,8615,1,p_exsp,12.6224,12.07144167,1942,30463.16667,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.22106667,12.59158618,3827.333333,12307.58267,6,,,,,
T25F10.3,19,0.189261879,0.527846604,6,,c_eleg,12.9898,12.2755,4138,7767.666667,3,c_brig,14.2755,13.61735,2904,5563,2,c_bren,14.2755,13.7789,2993,4962.333333,3,c_rema,12.8469,12.40305,977,1338,2,p_paci,12.4184,12.4184,3460,3460,1,a_lumb,11.9082,11.9082,1472,1472,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.11905,12.73356667,2657.333333,4093.833333,2,,,,,
ceh-31,20,0.19922303,0.523614803,2,6,c_eleg,12.8163,12.3367,8629,9047,3,c_bren,12.1224,12.1224,3063,3063,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c_eleg,14.1122,14.1122,902,902,1,c_brig,14.1122,14.1122,954,954,1,c_bren,14.1122,12.8673,404,621.5,2,c_rema,14.1122,12.8673,412,629.5,2,c_japo,14.1122,14.1122,806,806,1,a_lumb,12.8673,12.5272,1754,6708.666667,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.46935,12.22955,5846,6055,2,13.90471667,13.43306667,872,1770.277778,1.666666667
npr-32,21,0.209184182,0.521373645,6,2,c_eleg,13.398,12.22595714,3725,9533.428571,7,c_brig,13.1327,12.60543333,1543,6066.333333,3,c_bren,14.2755,14.2755,9344,9344,1,c_rema,13.3673,12.6964,459,15715.5,4,c_japo,12.7857,12.18365,10376,11603.5,2,a_lumb,13.8163,12.44284,128,4513.4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c_eleg,13.2755,12.15303333,253,3109.333333,3,a_lumb,12.3878,12.32145,7506,9686.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.46258333,12.73829675,4262.5,9462.693651,3.666666667,12.83165,12.23724167,3879.5,6397.916667,2.5
Y37E11AL.6,22,0.219145333,0.517921488,5,7,c_eleg,13.3673,12.64432857,1957,7080.142857,7,c_brig,12.4082,12.4082,4973,4973,1,c_bren,13.3673,12.6262625,1093,4805.75,8,c_rema,14.102,12.9898,3283,5423,2,c_japo,14.2755,13.11735,4452,5801.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c_eleg,11.5918,11.5918,7868,7868,1,c_bren,12.9388,12.9388,6045,6045,1,c_rema,12.9082,12.9082,110,110,1,c_japo,12.1327,11.87755,1787,3002.5,2,p_paci,13.1224,12.1373,2710,10961.81818,11,p_exsp,13.8265,12.92173333,8114,11050.33333,3,a_lumb,12.8163,12.37755,1845,6393.75,4,NA,NA,NA,NA,NA,NA,13.50406,12.75718821,3151.6,5616.678571,4,12.76238571,12.39327619,4068.428571,6490.200216,3.285714286
nas-19,23,0.229106485,0.517141228,5,,c_eleg,14.1122,13.25,118,781.5,2,c_bren,12.6224,12.5255,705,750,4,c_japo,13.3673,13.3673,329,875.5,2,p_paci,12.6122,12.31631667,263,944.8333333,6,a_lumb,13.2959,12.90475,1485,7166.666667,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.202,12.87277333,580,2103.7,4,,,,,
npr-8,24,0.239067636,0.513505402,7,4,c_eleg,14.2755,13.08774,199,1921.6,5,c_brig,13.5612,12.27842857,3397,6431.571429,7,c_bren,13.6531,12.4116,3557,6180.333333,3,c_rema,12.0714,11.821425,2045,6250.75,4,c_japo,13.6531,12.77348,3001,7841.8,5,p_exsp,12.5612,12.5612,3194,3194,1,a_lumb,11.6531,11.62245,6327,12391,2,NA,NA,NA,NA,NA,NA,c_eleg,13.2245,12.13265,152,2919.25,4,c_brig,12.2959,12.017,1301,3420,3,c_rema,11.7551,11.7143,597,683.5,2,a_lumb,13.102,12.24943333,10667,24144.88889,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.06122857,12.36518908,3102.857143,6315.864966,3.857142857,12.594375,12.02834583,3179.25,7791.909722,4.5
ZC374.2,25,0.249028788,0.510797886,3,8,c_eleg,14.102,14.102,2011,2011,1,c_brig,13.6531,13.6531,1681,1681,1,a_lumb,12.5816,12.15303333,7642,14172,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c_eleg,13.6531,13.00343333,3429,7616.333333,3,c_brig,13.0816,12.229575,394,3994.25,4,c_bren,12.7857,12.18875,5439,6949.5,2,c_rema,11.6735,11.6735,3299,3299,1,c_japo,13.102,13.102,4118,4118,1,p_paci,13.2245,13.2245,7536,7536,1,p_exsp,13.0714,12.48572,1100,6178.2,5,a_lumb,12.4286,12.4286,9345,9345,1,13.44556667,13.30271111,3778,5954.666667,1.666666667,12.87755,12.54200979,4332.5,6129.535417,2.25
dgn-1,26,0.258989939,0.51028709,6,4,c_eleg,13.0816,12.5612,641,3389.75,4,c_brig,14.1122,13.5102,845,1588.5,2,c_bren,14.1122,14.1122,7958,7958,1,c_rema,14.1122,14.1122,7067,7067,1,c_japo,12.4184,12.4184,952,952,1,p_exsp,12.3878,12.3878,2841,2841,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c_eleg,13.9388,13.9388,3753,3753,1,c_japo,12.9082,12.9082,404,404,1,p_paci,11.6939,11.6939,4202,4202,1,a_lumb,13.9388,13.32145,8580,8839.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.37073333,13.18366667,3384,3966.041667,1.666666667,13.119925,12.9655875,4234.75,4299.625,1.25
Y11D7A.3,27,0.268951091,0.503870958,7,6,c_eleg,13.0816,12.5051,737,2974,2,c_brig,12.7041,12.7041,1104,1104,1,c_bren,13.6531,13.6531,5494,5888,2,c_rema,13.1327,12.57483333,28,1843.333333,3,c_japo,14.1122,13.1071,2684,3275.5,2,p_exsp,12.9388,12.27142,15,2059.3,230,a_lumb,12.9388,12.9388,1987,1987,1,NA,NA,NA,NA,NA,NA,c_eleg,13.2755,12.4592,397,1861.5,2,c_brig,12.2959,11.96936667,137,2479.333333,3,c_bren,11.5612,11.5612,2632,2632,1,c_rema,12.0918,11.7755,349,559.6666667,3,c_japo,11.9388,11.9388,418,418,1,p_exsp,14.102,12.25092273,397,3038.818182,506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.22304286,12.82206476,1721.285714,2733.019048,34.42857143,12.5442,11.99249823,721.6666667,1831.55303,86
