ref_gene_name,Rank,Rank_Pct,class_prob,conservation_upstream,conservation_intron,species1_upstream,species1_max_PSSM_score_upstream,species1_avg_PSSM_score_upstream,species1_min_dist_upstream,species1_avg_dist_upstream,species1_site_count_upstream,species2_upstream,species2_max_PSSM_score_upstream,species2_avg_PSSM_score_upstream,species2_min_dist_upstream,species2_avg_dist_upstream,species2_site_count_upstream,species3_upstream,species3_max_PSSM_score_upstream,species3_avg_PSSM_score_upstream,species3_min_dist_upstream,species3_avg_dist_upstream,species3_site_count_upstream,species4_upstream,species4_max_PSSM_score_upstream,species4_avg_PSSM_score_upstream,species4_min_dist_upstream,species4_avg_dist_upstream,species4_site_count_upstream,species5_upstream,species5_max_PSSM_score_upstream,species5_avg_PSSM_score_upstream,species5_min_dist_upstream,species5_avg_dist_upstream,species5_site_count_upstream,species6_upstream,species6_max_PSSM_score_upstream,species6_avg_PSSM_score_upstream,species6_min_dist_upstream,species6_avg_dist_upstream,species6_site_count_upstream,species7_upstream,species7_max_PSSM_score_upstream,species7_avg_PSSM_score_upstream,species7_min_dist_upstream,species7_avg_dist_upstream,species7_site_count_upstream,species8_upstream,species8_max_PSSM_score_upstream,species8_avg_PSSM_score_upstream,species8_min_dist_upstream,species8_avg_dist_upstream,species8_site_count_upstream,species1_intron,species1_max_PSSM_score_intron,species1_avg_PSSM_score_intron,species1_min_dist_intron,species1_avg_dist_intron,species1_site_count_intron,species2_intron,species2_max_PSSM_score_intron,species2_avg_PSSM_score_intron,species2_min_dist_intron,species2_avg_dist_intron,species2_site_count_intron,species3_intron,species3_max_PSSM_score_intron,species3_avg_PSSM_score_intron,species3_min_dist_intron,species3_avg_dist_intron,species3_site_count_intron,species4_intron,species4_max_PSSM_score_intron,species4_avg_PSSM_score_intron,species4_min_dist_intron,species4_avg_dist_intron,species4_site_count_intron,species5_intron,species5_max_PSSM_score_intron,species5_avg_PSSM_score_intron,species5_min_dist_intron,species5_avg_dist_intron,species5_site_count_intron,species6_intron,species6_max_PSSM_score_intron,species6_avg_PSSM_score_intron,species6_min_dist_intron,species6_avg_dist_intron,species6_site_count_intron,species7_intron,species7_max_PSSM_score_intron,species7_avg_PSSM_score_intron,species7_min_dist_intron,species7_avg_dist_intron,species7_site_count_intron,species8_intron,species8_max_PSSM_score_intron,species8_avg_PSSM_score_intron,species8_min_dist_intron,species8_avg_dist_intron,species8_site_count_intron,avg_species_max_PSSM_score_upstream,avg_species_avg_PSSM_score_upstream,avg_species_min_dist_upstream,avg_species_avg_dist_upstream,avg_species_site_count_upstream,avg_species_max_PSSM_score_intron,avg_species_avg_PSSM_score_intron,avg_species_min_dist_intron,avg_species_avg_dist_intron,avg_species_site_count_intron
ztf-29,11,0.128835793,0.555482444,7,,c_eleg,9.16346,8.55128,789,3099.666667,3,c_brig,8.97115,8.59615,5524,8448.5,2,c_bren,9.07692,8.865385,6142,8185,2,c_rema,8.79808,8.423076667,2580,5254.333333,3,c_japo,8.05769,8.05769,949,949,1,p_paci,8.97115,8.57692,8478,9081,2,a_lumb,9.07692,8.714743333,1829,4667,3,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.873624286,8.540749286,3755.857143,5669.214286,2.285714286,,,,,
nas-5,12,0.140548138,0.550027606,6,,c_eleg,8.34615,8.34615,2575,2575,1,c_brig,8.79808,8.79808,143,143,1,c_bren,8.97115,8.743586667,858,2367.666667,3,c_rema,8.71154,8.64904,2800,3043,2,c_japo,9.07692,9.07692,1506,1506,1,a_lumb,8.69231,8.509615,1575,4956.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.766025,8.687231944,1576.166667,2431.861111,1.666666667,,,,,
W05H12.1,13,0.152260483,0.54794064,5,4,c_eleg,8.79808,8.579720545,160,2264.327273,55,c_brig,8.71154,8.358973333,988,3200.333333,6,c_bren,8.88462,8.506555455,612,2875.681818,22,c_rema,8.79808,8.641026667,479,4392.111111,18,p_exsp,8.69231,8.69231,1005,1005,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c_eleg,9.07692,8.604515217,729,2081.217391,23,c_brig,8.79808,8.52208,1520,3729.111111,27,c_bren,8.79808,8.493778235,296,1237.470588,17,c_rema,8.80769,8.576567778,266,1204.555556,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.776926,8.5557172,648.8,2747.490707,20.4,8.8701925,8.549235308,702.75,2063.088662,23.5
pag-3,14,0.163972827,0.547761381,4,3,c_eleg,9.16346,9.16346,5224,5224,1,c_brig,9.16346,9.16346,5560,5560,1,c_rema,9.16346,8.798076667,4006,5901.333333,3,p_exsp,8.69231,8.56731,8983,9989.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c_eleg,8.71154,8.71154,2264,2264,1,c_bren,8.22115,8.22115,1181,1216,2,p_paci,8.79808,8.79808,2862,2862,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.0456725,8.923076667,5943.25,6668.708333,1.75,8.576923333,8.576923333,2102.333333,2114,1.333333333
nhr-69,15,0.175685172,0.546582894,5,,c_eleg,8.34615,8.34615,2114,2114,1,c_brig,8.79808,8.79808,1525,1525,1,c_bren,8.97115,8.743586667,1878,2647.666667,3,c_rema,8.71154,8.64904,630,873,2,c_japo,9.07692,9.07692,1884,1884,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.780768,8.722755333,1606.2,1808.733333,1.6,,,,,
ceh-60,16,0.187397517,0.544487315,5,7,c_eleg,9.16346,9.16346,887,887,1,c_brig,8.51923,8.30769,123,397.5,2,c_bren,8.88462,8.88462,2083,2083,1,c_japo,8.34615,8.24519,83,749,2,p_exsp,8.79808,8.79808,109,109,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c_eleg,8.61538,8.403843333,433,3078.333333,3,c_bren,8.18269,8.18269,2244,2244,1,c_rema,8.77885,8.77885,1076,1076,1,c_japo,8.32692,8.298074,1642,2223.4,5,p_paci,8.79808,8.56731,3949,4284.5,2,p_exsp,8.33654,8.278845,541,565,2,a_lumb,8.79808,8.79808,2959,2959,1,NA,NA,NA,NA,NA,NA,8.742308,8.679808,657,845.1,1.4,8.548077143,8.472527476,1834.857143,2347.17619,2.142857143
slo-1,17,0.199109862,0.543516397,7,5,c_eleg,8.97115,8.42548,1540,3278.75,4,c_brig,8.97115,8.756406667,1570,1946.666667,3,c_bren,8.79808,8.62981,1176,1656,2,c_rema,8.46154,8.46154,1297,1297,1,c_japo,8.79808,8.427883333,114,6735.333333,6,p_exsp,8.06731,8.06731,1557,1557,1,a_lumb,8.5,8.38782,2725,6453,3,NA,NA,NA,NA,NA,NA,c_eleg,8.51923,8.384615,364,3922,4,c_brig,8.97115,8.48846,232,5694.4,5,c_bren,8.58654,8.403845,6652,7452.5,2,c_rema,8.44231,8.44231,932,932,1,a_lumb,8.22115,8.22115,3760,3760,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.652472857,8.450892857,1425.571429,3274.821429,2.857142857,8.548076,8.388076,2388,4352.18,2.6
Y57G11C.33,18,0.210822207,0.543252552,5,,c_eleg,8.69231,8.69231,1192,1192,1,c_brig,8.79808,8.730772,757,2304.6,5,c_bren,9.16346,8.908655,1894,2740.5,2,p_exsp,8.41346,8.41346,2292,2292,1,a_lumb,8.61538,8.61538,5245,5245,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.736538,8.6721154,2276,2754.82,2,,,,,
nhr-62,19,0.222534551,0.534062659,6,7,c_eleg,8.79808,8.380342222,233,2755,9,c_brig,8.80769,8.38100875,235,4609.625,8,c_bren,8.79808,8.390386,220,14065.7,10,c_rema,8.79808,8.3461525,197,5486.375,8,c_japo,8.65385,8.271977143,807,4817,7,p_exsp,8.28846,8.254805,2941,3090.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c_eleg,8.71154,8.4302875,1283,2389.75,4,c_brig,8.79808,8.477563333,1577,2358.666667,3,c_bren,8.43269,8.346152,1559,3139.8,5,c_rema,9.16346,8.503844,3410,4164.8,5,c_japo,8.61538,8.47115,1244,2295,2,p_paci,9.07692,8.4391,1320,2768.833333,6,p_exsp,8.79808,8.79808,231,231,1,NA,NA,NA,NA,NA,NA,8.690706667,8.337445269,772.1666667,5804.033333,7.333333333,8.79945,8.495168119,1517.714286,2478.264286,3.714285714
Y116F11A.6,20,0.234246896,0.533348004,7,,c_eleg,8.69231,8.69231,3351,3351,1,c_brig,8.28846,8.197115,585,754.5,2,c_bren,9.16346,9.16346,3392,3392,1,c_rema,8.79808,8.369656667,262,3326.888889,9,p_paci,8.60577,8.360575,5777,9305,2,p_exsp,8.51923,8.280766,3721,6043.8,5,a_lumb,8.41346,8.41346,379,379,1,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.64011,8.496763238,2495.285714,3793.169841,3,,,,,
Y41E3.1,21,0.245959241,0.532264234,5,,c_eleg,8.79808,8.43077,3036,7389.6,5,c_bren,9.16346,8.582692,10391,14408.2,5,c_rema,8.69231,8.37981,9055,13799.75,4,p_exsp,8.41346,8.41346,502,502,1,a_lumb,9.16346,9.16346,912,912,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.846154,8.5940384,4779.2,7402.31,3.2,,,,,
F14F9.4,22,0.257671586,0.530689162,5,3,c_eleg,8.88462,8.88462,1080,1080,1,c_brig,8.34615,8.34615,560,560,1,c_bren,8.79808,8.79808,456,456,1,c_rema,8.80769,8.80769,321,321,1,p_exsp,8.71154,8.71154,3635,3635,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c_eleg,8.79808,8.79808,696,696,1,c_brig,8.18269,8.18269,2908,2908,1,p_exsp,8.71154,8.71154,370,370,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.709616,8.709616,1210.4,1210.4,1,8.564103333,8.564103333,1324.666667,1324.666667,1
tatn-1,23,0.269383931,0.529264235,7,,c_eleg,8.61538,8.43269,816,1289.5,2,c_brig,8.79808,8.490385,809,3712.75,4,c_bren,9.07692,8.59615,2488,4215,3,c_rema,8.65385,8.394235,4339,4568,2,p_paci,8.69231,8.596155,1303,1790.5,2,p_exsp,8.69231,8.69231,1276,1276,1,a_lumb,8.80769,8.376922,362,8962,5,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.762362857,8.511263857,1627.571429,3687.678571,2.714285714,,,,,
nhr-141,24,0.281096275,0.52709128,5,,c_eleg,8.71154,8.71154,245,245,1,c_rema,8.25,8.240385,2467,2498.5,2,c_japo,9.16346,9.16346,22023,22023,1,p_paci,8.97115,8.3625,176,1016.5,10,p_exsp,8.71154,8.310437857,78,2400.857143,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.761538,8.557664571,4997.8,5636.771429,72.8,,,,,
T27E4.7,25,0.29280862,0.524029766,5,2,c_eleg,8.79808,8.435898333,497,3246.5,6,c_brig,8.97115,8.342306,641,6465.6,5,c_bren,8.79808,8.54167,598,4263.333333,3,c_rema,8.79808,8.368588889,461,8349.222222,9,c_japo,9.07692,8.586535,5982,8366,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c_eleg,8.28846,8.192305,877,882.5,2,c_rema,8.10577,8.10577,285,285,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.888462,8.454999644,1635.8,6138.131111,5,8.197115,8.1490375,581,583.75,1.5
ptr-17,26,0.304520965,0.523695048,5,5,c_eleg,8.71154,8.541208571,259,379.4285714,7,c_brig,8.79808,8.59135,362,808,2,c_bren,8.79808,8.575855556,397,996.6666667,9,c_rema,8.71154,8.576925,360,533.5,2,a_lumb,8.79808,8.410256667,308,2257,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c_eleg,9.07692,8.563586129,564,4358.774194,31,c_brig,9.16346,8.496940455,1267,5573.863636,22,c_bren,8.71154,8.47540186,241,5306.046512,43,c_rema,8.71154,8.566434091,98,3916.863636,22,a_lumb,8.41346,8.30769,4613,5092,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.763464,8.539119159,337.2,994.9190476,4.6,8.815384,8.482010507,1356.6,4849.509596,24
dpy-13,27,0.31623331,0.522722602,4,,c_eleg,8.71154,8.71154,892,892,1,c_brig,9.16346,9.16346,1472,1472,1,c_bren,9.16346,9.16346,1602,1602,1,c_rema,8.71154,8.3461525,1031,4127.5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9375,8.846153125,1249.25,2023.375,2.75,,,,,
mnr-1,28,0.327945655,0.522233511,5,4,c_eleg,9.16346,8.671154,1487,7618.4,5,c_brig,8.79808,8.79808,6990,7169,2,c_rema,8.79808,8.516026667,4351,5117,3,c_japo,8.32692,8.2307675,362,2696.5,4,a_lumb,8.80769,8.80769,5972,5972,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c_eleg,8.60577,8.4206725,2806,3239.75,4,c_bren,8.58654,8.58654,8939,8939,1,c_rema,8.28846,8.28846,4487,4487,1,p_exsp,8.32692,8.32692,310,310,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.778846,8.604743633,3832.4,5714.58,3,8.4519225,8.405648125,4135.5,4243.9375,1.75
lgc-9,29,0.339658,0.520562109,6,,c_eleg,8.79808,8.54327,4592,7812.5,2,c_brig,8.79808,8.439102222,378,6593.111111,18,c_bren,8.79808,8.512499,178,4030.6,10,c_rema,9.16346,8.346152727,439,7994.272727,11,c_japo,8.60577,8.60577,4819,4819,1,a_lumb,8.04808,8.04808,580,580,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.701925,8.415812325,1831,5304.913973,7.166666667,,,,,
npr-26,30,0.351370344,0.519097908,5,,c_eleg,8.71154,8.3389425,3651,5418.25,4,c_brig,8.79808,8.53606,10071,10756.25,4,c_rema,8.88462,8.637364286,3583,10859.85714,7,c_japo,8.28846,8.24519,3646,6386,2,a_lumb,9.16346,8.98077,8667,10530,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.769232,8.547665357,5923.6,8790.071429,3.8,,,,,
Y52B11A.4,31,0.363082689,0.519072271,4,5,c_eleg,9.16346,8.600914653,118,3414.29703,101,c_brig,8.71154,8.54968,1674,2454.833333,6,c_bren,9.16346,8.486507097,1451,16875.56452,62,c_rema,8.71154,8.584935,1706,3043.166667,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c_eleg,9.16346,8.565778136,176,13288.55455,220,c_brig,9.16346,8.596913421,1451,12773.07895,38,c_bren,8.79808,8.596154286,2491,2661.285714,7,c_rema,8.79808,8.58474661,918,14131.67797,59,p_paci,8.97115,8.6490375,6219,9325,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9375,8.555509188,1237.25,6446.965386,43.75,8.978846,8.598525991,2251,10435.91943,65.6
pdf-1,32,0.374795034,0.517624371,7,,c_eleg,8.58654,8.322115,3798,5030.5,2,c_brig,8.79808,8.79808,1235,1235,1,c_bren,9.07692,9.07692,1029,1029,1,c_japo,8.60577,8.447115,2141,5090,2,p_paci,8.5,8.40705,2597,3541,3,p_exsp,8.5,8.435896667,3165,3261.333333,3,a_lumb,8.60577,8.471155,2816,7869,2,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.667582857,8.565475952,2397.285714,3865.119048,2,,,,,
